_林林 ;林竟 4竟林 7竟竟	aaaa
_税甲 ;税龄 4透甲 7透龄	zvst
_税规 ;税姊 4透规 7透姊	zvsu
_税夫 ;税舍 4透夫 7透舍	zvsv
_税创 ;税怒 4透创 7透怒	zvsw
_税妈 ;税姨 4透妈 7透姨	zvsx
_税好 ;税灵 4透好 7透灵	zvsy
_税余 ;税途 4透余 7透途	zvsz
_税采 ;税彩 4透采 7透彩	zvta
_税陵 ;税奚 4透陵 7透奚	zvtb
_税霆 ;税爲 4透霆 7透爲	zvtc
_税际 ;税赘 4透际 7透赘	zvtd
_税受 ;税院 4透受 7透院	zvte
_税雨 ;税陌 4透雨 7透陌	zvtf
_税随 ;税霸 4透随 7透霸	zvtg
_税剑 ;税陛 4透剑 7透陛	zvth
_税命 ;税拿 4透命 7透拿	zvti
_税阳 ;税配 4透阳 7透配	zvtj
_税金 ;税附 4透金 7透附	zvtk
_税陈 ;税退 4透陈 7透退	zvtl
_税防 ;税阴 4透防 7透阴	zvtm
_税领 ;税令 4透领 7透令	zvtn
_税更 ;税爪 4透更 7透爪	zvto
_税今 ;税念 4透今 7透念	zvtp
_税句 ;税震 4透句 7透震	zvtq
_税隐 ;税阻 4透隐 7透阻	zvtr
_税队 ;税除 4透队 7透除	zvts
_税限 ;税险 4透限 7透险	zvtt
_税需 ;税既 4透需 7透既	zvtu
_税霍 ;税隧 4透霍 7透隧	zvtv
_税即 ;税醇 4透即 7透醇	zvtw
_税够 ;税醋 4透够 7透醋	zvtx
_税阵 ;税陪 4透阵 7透陪	zvty
_税阿 ;税酥 4透阿 7透酥	zvtz
_税而 ;税困 4透而 7透困	zvua
_税率 ;税玄 4透率 7透玄	zvub
_税黑 ;税跃 4透黑 7透跃	zvuc
_税费 ;税帕 4透费 7透帕	zvud
_税无 ;税缺 4透无 7透缺	zvue
_税感 ;税威 4透感 7透威	zvuf
_税团 ;税跋 4透团 7透跋	zvug
_税束 ;税踏 4透束 7透踏	zvuh
_税回 ;税圆 4透回 7透圆	zvui
_税图 ;税帽 4透图 7透帽	zvuj
_税夜 ;税顶 4透夜 7透顶	zvuk
_税速 ;税默 4透速 7透默	zvul
_税踞 ;税蹂 4透踞 7透蹂	zvum
_税缸 ;税踊 4透缸 7透踊	zvun
_税离 ;税踉 4透离 7透踉	zvuo
_税成 ;税盛 4透成 7透盛	zvup
_税路 ;税围 4透路 7透围	zvuq
_税整 ;税园 4透整 7透园	zvur
_税跑 ;税耍 4透跑 7透耍	zvus
_税跟 ;税踩 4透跟 7透踩	zvut
_税市 ;税颤 4透市 7透颤	zvuu
_税建 ;税圈 4透建 7透圈	zvuv
_税见 ;税巾 4透见 7透巾	zvuw
_税因 ;税恩 4透因 7透恩	zvux
_税变 ;税亦 4透变 7透亦	zvuy
_税足 ;税踌 4透足 7透踌	zvuz
_税集 ;税谙 4透集 7透谙	zvva
_税讲 ;税诗 4透讲 7透诗	zvvb
_税道 ;税首 4透道 7透首	zvvc
_税让 ;税祭 4透让 7透祭	zvvd
_税登 ;税谊 4透登 7透谊	zvve
_税证 ;税兮 4透证 7透兮	zvvf
_税计 ;税读 4透计 7透读	zvvg
_税论 ;税谐 4透论 7透谐	zvvh
_税总 ;税识 4透总 7透识	zvvi
_税记 ;税语 4透记 7透语	zvvj
_税分 ;税贫 4透分 7透贫	zvvk
_税许 ;税适 4透许 7透适	zvvl
_税前 ;税谋 4透前 7透谋	zvvm
_税公 ;税试 4透公 7透试	zvvn
_税议 ;税父 4透议 7透父	zvvo
_税半 ;税乱 4透半 7透乱	zvvp
_税设 ;税兰 4透设 7透兰	zvvq
_税敌 ;税诸 4透敌 7透诸	zvvr
_税认 ;税单 4透认 7透单	zvvs
_税尊 ;税遵 4透尊 7透遵	zvvt
_税曾 ;税弟 4透曾 7透弟	zvvu
_税话 ;税谁 4透话 7透谁	zvvv
_税并 ;税诺 4透并 7透诺	zvvw
_税关 ;税送 4透关 7透送	zvvx
_税该 ;税八 4透该 7透八	zvvy
_税请 ;税调 4透请 7透调	zvvz
_税苏 ;税劝 4透苏 7透劝	zvwa
_税圣 ;税菱 4透圣 7透菱	zvwb
_税薛 ;税孽 4透薛 7透孽	zvwc
_税岛 ;税菲 4透岛 7透菲	zvwd
_税营 ;税劳 4透营 7透劳	zvwe
_税卫 ;税欢 4透卫 7透欢	zvwf
_税若 ;税惹 4透若 7透惹	zvwg
_税落 ;税范 4透落 7透范	zvwh
_税又 ;税戏 4透又 7透戏	zvwi
_税草 ;税莫 4透草 7透莫	zvwj
_税花 ;税刘 4透花 7透刘	zvwk
_税对 ;税获 4透对 7透获	zvwl
_税文 ;税芳 4透文 7透芳	zvwm
_税高 ;税蒋 4透高 7透蒋	zvwn
_税就 ;税京 4透就 7透京	zvwo
_税象 ;税亮 4透象 7透亮	zvwp
_税苦 ;税葬 4透苦 7透葬	zvwq
_税药 ;税著 4透药 7透著	zvwr
_税茶 ;税苍 4透茶 7透苍	zvws
_税警 ;税萨 4透警 7透萨	zvwt
_税观 ;税藏 4透观 7透藏	zvwu
_税难 ;税蔡 4透难 7透蔡	zvwv
_税双 ;税节 4透双 7透节	zvww
_税荒 ;税芒 4透荒 7透芒	zvwx
_税熟 ;税享 4透熟 7透享	zvwy
_税英 ;税莉 4透英 7透莉	zvwz
_税党 ;税棠 4透党 7透棠	zvxa
_税堂 ;税奎 4透堂 7透奎	zvxb
_税亡 ;税骄 4透亡 7透骄	zvxc
_税外 ;税赏 4透外 7透赏	zvxd
_税疾 ;税驱 4透疾 7透驱	zvxe
_税病 ;税疗 4透病 7透疗	zvxf
_税奔 ;税盲 4透奔 7透盲	zvxg
_税马 ;税驰 4透马 7透驰	zvxh
_税名 ;税燕 4透名 7透燕	zvxi
_税入 ;税疼 4透入 7透疼	zvxj
_税长 ;税廿 4透长 7透廿	zvxk
_税达 ;税夺 4透达 7透夺	zvxl
_税望 ;税散 4透望 7透散	zvxm
_税痛 ;税忘 4透痛 7透忘	zvxn
_税太 ;税态 4透太 7透态	zvxo
_税世 ;税掌 4透世 7透掌	zvxp
_税疫 ;税骤 4透疫 7透骤	zvxq
_税夸 ;税奢 4透夸 7透奢	zvxr
_税套 ;税奋 4透套 7透奋	zvxs
_税验 ;税痕 4透验 7透痕	zvxt
_税常 ;税夕 4透常 7透夕	zvxu
_税共 ;税恭 4透共 7透恭	zvxv
_税怨 ;税瘦 4透怨 7透瘦	zvxw
_税多 ;税骑 4透多 7透骑	zvxx
_税尚 ;税骇 4透尚 7透骇	zvxy
_税奇 ;税痢 4透奇 7透痢	zvxz
_税新 ;税亲 4透新 7透亲	zvya
_税牙 ;税罢 4透牙 7透罢	zvyb
_税较 ;税轿 4透较 7透轿	zvyc
_税站 ;税罪 4透站 7透罪	zvyd
_税帝 ;税旁 4透帝 7透旁	zvye
_税车 ;税软 4透车 7透软	zvyf
_税置 ;税辅 4透置 7透辅	zvyg
_税轮 ;税徽 4透轮 7透徽	zvyh
_税部 ;税竞 4透部 7透竞	zvyi
_税爆 ;税竭 4透爆 7透竭	zvyj
_税刻 ;税烦 4透刻 7透烦	zvyk
_税连 ;税炼 4透连 7透炼	zvyl
_税燃 ;税煤 4透燃 7透煤	zvym
_税烁 ;税轼 4透烁 7透轼	zvyn
_税产 ;税孙 4透产 7透孙	zvyo
_税微 ;税孔 4透微 7透孔	zvyp
_税立 ;税孤 4透立 7透孤	zvyq
_税转 ;税署 4透转 7透署	zvyr
_税炮 ;税蜀 4透炮 7透蜀	zvys
_税四 ;税输 4透四 7透输	zvyt
_税烟 ;税灯 4透烟 7透灯	zvyu
_税火 ;税雅 4透火 7透雅	zvyv
_税轻 ;税轰 4透轻 7透轰	zvyw
_税罗 ;税逻 4透罗 7透逻	zvyx
_税孩 ;税炎 4透孩 7透炎	zvyy
_税商 ;税靖 4透商 7透靖	zvyz
_税策 ;税免 4透策 7透免	zvza
_税等 ;税周 4透等 7透周	zvzb
_税笑 ;税窗 4透笑 7透窗	zvzc
_税究 ;税责 4透究 7透责	zvzd
_税管 ;税窄 4透管 7透窄	zvze
_税同 ;税篇 4透同 7透篇	zvzf
_税算 ;税稽 4透算 7透稽	zvzg
_税素 ;税丰 4透素 7透丰	zvzh
_税种 ;税程 4透种 7透程	zvzi
_税可 ;税香 4透可 7透香	zvzj
_税利 ;税符 4透利 7透符	zvzk
_税突 ;税寿 4透突 7透寿	zvzl
_税青 ;税静 4透青 7透静	zvzm
_税空 ;税秘 4透空 7透秘	zvzn
_税表 ;税刚 4透表 7透刚	zvzo
_税科 ;税秃 4透科 7透秃	zvzp
_税毒 ;税砉 4透毒 7透砉	zvzq
_税称 ;税稳 4透称 7透稳	zvzr
_税内 ;税委 4透内 7透委	zvzs
_税答 ;税帮 4透答 7透帮	zvzt
_税第 ;税丹 4透第 7透丹	zvzu
_税税 ;税透 4透税 7透透	zvzv
_税稿 ;税篙 4透稿 7透篙	zvzw
_税移 ;税央 4透移 7透央	zvzx
_税穿 ;税秋 4透穿 7透秋	zvzy
_税哥 ;税歌 4透哥 7透歌	zvzz
_稿林 ;稿竟 4篙林 7篙竟	zwaa
_稿杜 ;稿横 4篙杜 7篙横	zwab
_稿校 ;稿杯 4篙校 7篙杯	zwac
_稿标 ;稿柏 4篙标 7篙柏	zwad
_稿齐 ;稿柜 4篙齐 7篙柜	zwae
_稿本 ;稿柳 4篙本 7篙柳	zwaf
_稿相 ;稿章 4篙相 7篙章	zwag
_稿儿 ;稿楷 4篙儿 7篙楷	zwah
_稿样 ;稿加 4篙样 7篙加	zwai
_稿查 ;稿木 4篙查 7篙木	zwaj
_稿极 ;稿剂 4篙极 7篙剂	zwak
_稿边 ;稿村 4篙边 7篙村	zwal
_稿两 ;稿楼 4篙两 7篙楼	zwam
_稿意 ;稿桶 4篙意 7篙桶	zwan
_稿术 ;稿述 4篙术 7篙述	zwao
_稿机 ;稿杨 4篙机 7篙杨	zwap
_稿格 ;稿枯 4篙格 7篙枯	zwaq
_稿音 ;稿枚 4篙音 7篙枚	zwar
_稿构 ;稿枪 4篙构 7篙枪	zwas
_稿根 ;稿检 4篙根 7篙检	zwat
_稿力 ;稿杭 4篙力 7篙杭	zwau
_稿办 ;稿松 4篙办 7篙松	zwav
_稿权 ;稿树 4篙权 7篙树	zwaw
_稿椅 ;稿槿 4篙椅 7篙槿	zwax
_稿李 ;稿核 4篙李 7篙核	zway
_稿刺 ;稿柯 4篙刺 7篙柯	zwaz
_稿境 ;稿闲 4篙境 7篙闲	zwba
_稿封 ;稿墙 4篙封 7篙墙	zwbb
_稿坏 ;稿埠 4篙坏 7篙埠	zwbc
_稿埋 ;稿盐 4篙埋 7篙盐	zwbd
_稿块 ;稿坡 4篙块 7篙坡	zwbe
_稿坎 ;稿闩 4篙坎 7篙闩	zwbf
_稿闭 ;稿填 4篙闭 7篙填	zwbg
_稿支 ;稿阔 4篙支 7篙阔	zwbh
_稿问 ;稿幸 4篙问 7篙幸	zwbi
_稿间 ;稿坦 4篙间 7篙坦	zwbj
_稿须 ;稿阀 4篙须 7篙阀	zwbk
_稿进 ;稿寺 4篙进 7篙寺	zwbl
_稿土 ;稿堪 4篙土 7篙堪	zwbm
_稿去 ;稿却 4篙去 7篙却	zwbn
_稿门 ;稿髦 4篙门 7篙髦	zwbo
_稿场 ;稿幻 4篙场 7篙幻	zwbp
_稿闻 ;稿阁 4篙闻 7篙阁	zwbq
_稿堵 ;稿阎 4篙堵 7篙阎	zwbr
_稿闪 ;稿均 4篙闪 7篙均	zwbs
_稿垣 ;稿埂 4篙垣 7篙埂	zwbt
_稿城 ;稿闹 4篙城 7篙闹	zwbu
_稿增 ;稿堆 4篙增 7篙堆	zwbv
_稿塔 ;稿坟 4篙塔 7篙坟	zwbw
_稿黄 ;稿闯 4篙黄 7篙闯	zwbx
_稿鬼 ;稿培 4篙鬼 7篙培	zwby
_稿井 ;稿髯 4篙井 7篙髯	zwbz
_稿六 ;稿镜 4篙六 7篙镜	zwca
_稿血 ;稿丢 4篙血 7篙丢	zwcb
_稿铁 ;稿铢 4篙铁 7篙铢	zwcc
_稿乏 ;稿钻 4篙乏 7篙钻	zwcd
_稿锭 ;稿钜 4篙锭 7篙钜	zwce
_稿钱 ;稿钦 4篙钱 7篙钦	zwcf
_稿镇 ;稿针 4篙镇 7篙针	zwcg
_稿系 ;稿锤 4篙系 7篙锤	zwch
_稿否 ;稿钟 4篙否 7篙钟	zwci
_稿自 ;稿朱 4篙自 7篙朱	zwcj
_稿到 ;稿钊 4篙到 7篙钊	zwck
_稿还 ;稿延 4篙还 7篙延	zwcl
_稿翻 ;稿释 4篙翻 7篙释	zwcm
_稿么 ;稿息 4篙么 7篙息	zwcn
_稿交 ;稿效 4篙交 7篙效	zwco
_稿我 ;稿鹅 4篙我 7篙鹅	zwcp
_稿镖 ;稿甭 4篙镖 7篙甭	zwcq
_稿致 ;稿铮 4篙致 7篙铮	zwcr
_稿失 ;稿鼻 4篙失 7篙鼻	zwcs
_稿银 ;稿铃 4篙银 7篙铃	zwct
_稿追 ;稿币 4篙追 7篙币	zwcu
_稿乎 ;稿锐 4篙乎 7篙锐	zwcv
_稿升 ;稿钗 4篙升 7篙钗	zwcw
_稿错 ;稿乔 4篙错 7篙乔	zwcx
_稿至 ;稿链 4篙至 7篙链	zwcy
_稿向 ;稿奥 4篙向 7篙奥	zwcz
_稿杂 ;稿嶂 4篙杂 7篙嶂	zwda
_稿社 ;稿幽 4篙社 7篙幽	zwdb
_稿卑 ;稿贬 4篙卑 7篙贬	zwdc
_稿示 ;稿贴 4篙示 7篙贴	zwdd
_稿崇 ;稿贮 4篙崇 7篙贮	zwde
_稿上 ;稿福 4篙上 7篙福	zwdf
_稿皇 ;稿财 4篙皇 7篙财	zwdg
_稿生 ;稿泉 4篙生 7篙泉	zwdh
_稿点 ;稿战 4篙点 7篙战	zwdi
_稿神 ;稿桌 4篙神 7篙桌	zwdj
_稿则 ;稿颐 4篙则 7篙颐	zwdk
_稿导 ;稿迫 4篙导 7篙迫	zwdl
_稿非 ;稿野 4篙非 7篙野	zwdm
_稿里 ;稿悲 4篙里 7篙悲	zwdn
_稿之 ;稿岸 4篙之 7篙岸	zwdo
_稿九 ;稿礼 4篙九 7篙礼	zwdp
_稿岩 ;稿赂 4篙岩 7篙赂	zwdq
_稿败 ;稿祖 4篙败 7篙祖	zwdr
_稿山 ;稿购 4篙山 7篙购	zwds
_稿岭 ;稿祁 4篙岭 7篙祁	zwdt
_稿视 ;稿巳 4篙视 7篙巳	zwdu
_稿禅 ;稿赚 4篙禅 7篙赚	zwdv
_稿异 ;稿斐 4篙异 7篙斐	zwdw
_稿岁 ;稿账 4篙岁 7篙账	zwdx
_稿白 ;稿辈 4篙白 7篙辈	zwdy
_稿臣 ;稿岗 4篙臣 7篙岗	zwdz
_稿宋 ;稿匹 4篙宋 7篙匹	zwea
_稿寒 ;稿塞 4篙寒 7篙塞	zweb
_稿室 ;稿宅 4篙室 7篙宅	zwec
_稿宗 ;稿寂 4篙宗 7篙寂	zwed
_稿医 ;稿巨 4篙医 7篙巨	zwee
_稿写 ;稿富 4篙写 7篙富	zwef
_稿宝 ;稿宏 4篙宝 7篙宏	zweg
_稿它 ;稿羽 4篙它 7篙羽	zweh
_稿知 ;稿鱼 4篙知 7篙鱼	zwei
_稿审 ;稿鲁 4篙审 7篙鲁	zwej
_稿定 ;稿颇 4篙定 7篙颇	zwek
_稿实 ;稿守 4篙实 7篙守	zwel
_稿皮 ;稿鳞 4篙皮 7篙鳞	zwem
_稿怎 ;稿密 4篙怎 7篙密	zwen
_稿区 ;稿农 4篙区 7篙农	zweo
_稿容 ;稿冗 4篙容 7篙冗	zwep
_稿客 ;稿额 4篙客 7篙额	zweq
_稿完 ;稿宜 4篙完 7篙宜	zwer
_稿安 ;稿案 4篙安 7篙案	zwes
_稿宣 ;稿鲫 4篙宣 7篙鲫	zwet
_稿官 ;稿宁 4篙官 7篙宁	zweu
_稿察 ;稿罕 4篙察 7篙罕	zwev
_稿巴 ;稿宽 4篙巴 7篙宽	zwew
_稿寄 ;稿宛 4篙寄 7篙宛	zwex
_稿军 ;稿字 4篙军 7篙字	zwey
_稿害 ;稿割 4篙害 7篙割	zwez
_稿末 ;稿兀 4篙末 7篙兀	zwfa
_稿街 ;稿耕 4篙街 7篙耕	zwfb
_稿夏 ;稿饿 4篙夏 7篙饿	zwfc
_稿下 ;稿百 4篙下 7篙百	zwfd
_稿带 ;稿馆 4篙带 7篙馆	zwfe
_稿乡 ;稿饮 4篙乡 7篙饮	zwff
_稿于 ;稿髓 4篙于 7篙髓	zwfg
_稿求 ;稿救 4篙求 7篙救	zwfh
_稿事 ;稿顿 4篙事 7篙顿	zwfi
_稿行 ;稿遍 4篙行 7篙遍	zwfj
_稿万 ;稿户 4篙万 7篙户	zwfk
_稿正 ;稿政 4篙正 7篙政	zwfl
_稿房 ;稿丽 4篙房 7篙丽	zwfm
_稿武 ;稿瓦 4篙武 7篙瓦	zwfn
_稿所 ;稿亚 4篙所 7篙亚	zwfo
_稿与 ;稿饲 4篙与 7篙饲	zwfp
_稿气 ;稿骷 4篙气 7篙骷	zwfq
_稿遭 ;稿曹 4篙遭 7篙曹	zwfr
_稿留 ;稿互 4篙留 7篙互	zwfs
_稿卿 ;稿馁 4篙卿 7篙馁	zwft
_稿了 ;稿妻 4篙了 7篙妻	zwfu
_稿骨 ;稿雇 4篙骨 7篙雇	zwfv
_稿开 ;稿形 4篙开 7篙形	zwfw
_稿天 ;稿吞 4篙天 7篙吞	zwfx
_稿严 ;稿灭 4篙严 7篙灭	zwfy
_稿习 ;稿丙 4篙习 7篙丙	zwfz
_稿协 ;稿勒 4篙协 7篙勒	zwga
_稿庄 ;稿鞋 4篙庄 7篙鞋	zwgb
_稿才 ;稿环 4篙才 7篙环	zwgc
_稿理 ;稿店 4篙理 7篙店	zwgd
_稿索 ;稿勃 4篙索 7篙勃	zwge
_稿球 ;稿庐 4篙球 7篙庐	zwgf
_稿真 ;稿直 4篙真 7篙直	zwgg
_稿应 ;稿睡 4篙应 7篙睡	zwgh
_稿王 ;稿右 4篙王 7篙右	zwgi
_稿朝 ;稿韩 4篙朝 7篙韩	zwgj
_稿存 ;稿府 4篙存 7篙府	zwgk
_稿十 ;稿瓒 4篙十 7篙瓒	zwgl
_稿有 ;稿序 4篙有 7篙序	zwgm
_稿左 ;稿雄 4篙左 7篙雄	zwgn
_稿革 ;稿玉 4篙革 7篙玉	zwgo
_稿广 ;稿卖 4篙广 7篙卖	zwgp
_稿底 ;稿瑚 4篙底 7篙瑚	zwgq
_稿玩 ;稿睁 4篙玩 7篙睁	zwgr
_稿座 ;稿康 4篙座 7篙康	zwgs
_稿眼 ;稿瞬 4篙眼 7篙瞬	zwgt
_稿现 ;稿布 4篙现 7篙布	zwgu
_稿具 ;稿瞧 4篙具 7篙瞧	zwgv
_稿友 ;稿弄 4篙友 7篙弄	zwgw
_稿度 ;稿席 4篙度 7篙席	zwgx
_稿目 ;稿库 4篙目 7篙库	zwgy
_稿再 ;稿南 4篙再 7篙南	zwgz
_稿济 ;稿嘉 4篙济 7篙嘉	zwha
_稿法 ;稿益 4篙法 7篙益	zwhb
_稿千 ;稿泛 4篙千 7篙泛	zwhc
_稿重 ;稿激 4篙重 7篙激	zwhd
_稿学 ;稿觉 4篙学 7篙觉	zwhe
_稿面 ;稿汽 4篙面 7篙汽	zwhf
_稿水 ;稿泪 4篙水 7篙泪	zwhg
_稿比 ;稿毕 4篙比 7篙毕	zwhh
_稿喜 ;稿洋 4篙喜 7篙洋	zwhi
_稿洲 ;稿温 4篙洲 7篙温	zwhj
_稿梁 ;稿渊 4篙梁 7篙渊	zwhk
_稿海 ;稿洗 4篙海 7篙洗	zwhl
_稿游 ;稿泥 4篙游 7篙泥	zwhm
_稿治 ;稿江 4篙治 7篙江	zwhn
_稿消 ;稿派 4篙消 7篙派	zwho
_稿流 ;稿沿 4篙流 7篙沿	zwhp
_稿没 ;稿湖 4篙没 7篙湖	zwhq
_稿收 ;稿污 4篙收 7篙污	zwhr
_稿以 ;稿潜 4篙以 7篙潜	zwhs
_稿酒 ;稿浮 4篙酒 7篙浮	zwht
_稿湾 ;稿津 4篙湾 7篙津	zwhu
_稿活 ;稿兴 4篙活 7篙兴	zwhv
_稿满 ;稿汉 4篙满 7篙汉	zwhw
_稿港 ;稿洪 4篙港 7篙洪	zwhx
_稿渐 ;稿淡 4篙渐 7篙淡	zwhy
_稿清 ;稿河 4篙清 7篙河	zwhz
_稿别 ;稿另 4篙别 7篙另	zwia
_稿飞 ;稿盖 4篙飞 7篙盖	zwib
_稿响 ;稿呼 4篙响 7篙呼	zwic
_稿员 ;稿羊 4篙员 7篙羊	zwid
_稿吧 ;稿戈 4篙吧 7篙戈	zwie
_稿号 ;稿吴 4篙号 7篙吴	zwif
_稿着 ;稿叶 4篙着 7篙叶	zwig
_稿叫 ;稿嘻 4篙叫 7篙嘻	zwih
_稿或 ;稿惑 4篙或 7篙惑	zwii
_稿虽 ;稿喝 4篙虽 7篙喝	zwij
_稿划 ;稿吸 4篙划 7篙吸	zwik
_稿吃 ;稿嘴 4篙吃 7篙嘴	zwil
_稿呢 ;稿嘱 4篙呢 7篙嘱	zwim
_稿差 ;稿唉 4篙差 7篙唉	zwin
_稿听 ;稿史 4篙听 7篙史	zwio
_稿哪 ;稿啦 4篙哪 7篙啦	zwip
_稿口 ;稿咕 4篙口 7篙咕	zwiq
_稿品 ;稿唤 4篙品 7篙唤	zwir
_稿由 ;稿喂 4篙由 7篙喂	zwis
_稿啊 ;稿哈 4篙啊 7篙哈	zwit
_稿嗯 ;稿喊 4篙嗯 7篙喊	zwiu
_稿只 ;稿善 4篙只 7篙善	zwiv
_稿发 ;稿叹 4篙发 7篙叹	zwiw
_稿美 ;稿吗 4篙美 7篙吗	zwix
_稿呀 ;稿吼 4篙呀 7篙吼	zwiy
_稿出 ;稿呵 4篙出 7篙呵	zwiz
_稿条 ;稿务 4篙条 7篙务	zwja
_稿待 ;稿後 4篙待 7篙後	zwjb
_稿己 ;稿蛛 4篙己 7篙蛛	zwjc
_稿处 ;稿星 4篙处 7篙星	zwjd
_稿日 ;稿彼 4篙日 7篙彼	zwje
_稿量 ;稿征 4篙量 7篙征	zwjf
_稿德 ;稿早 4篙德 7篙早	zwjg
_稿龙 ;稿昆 4篙龙 7篙昆	zwjh
_稿五 ;稿晓 4篙五 7篙晓	zwji
_稿得 ;稿州 4篙得 7篙州	zwjj
_稿题 ;稿照 4篙题 7篙照	zwjk
_稿时 ;稿彻 4篙时 7篙彻	zwjl
_稿明 ;稿盟 4篙明 7篙盟	zwjm
_稿乌 ;稿忌 4篙乌 7篙忌	zwjn
_稿往 ;稿显 4篙往 7篙显	zwjo
_稿电 ;稿曳 4篙电 7篙曳	zwjp
_稿最 ;稿徒 4篙最 7篙徒	zwjq
_稿改 ;稿昌 4篙改 7篙昌	zwjr
_稿备 ;稿易 4篙备 7篙易	zwjs
_稿很 ;稿辛 4篙很 7篙辛	zwjt
_稿律 ;稿御 4篙律 7篙御	zwju
_稿来 ;稿典 4篙来 7篙典	zwjv
_稿影 ;稿景 4篙影 7篙景	zwjw
_稿未 ;稿暴 4篙未 7篙暴	zwjx
_稿曼 ;稿曙 4篙曼 7篙曙	zwjy
_稿晚 ;稿映 4篙晚 7篙映	zwjz
_稿体 ;稿休 4篙体 7篙休	zwka
_稿们 ;稿侍 4篙们 7篙侍	zwkb
_稿任 ;稿倒 4篙任 7篙倒	zwkc
_稿及 ;稿伯 4篙及 7篙伯	zwkd
_稿作 ;稿侯 4篙作 7篙侯	zwke
_稿使 ;稿师 4篙使 7篙师	zwkf
_稿什 ;稿值 4篙什 7篙值	zwkg
_稿化 ;稿似 4篙化 7篙似	zwkh
_稿保 ;稿召 4篙保 7篙召	zwki
_稿但 ;稿旧 4篙但 7篙旧	zwkj
_稿候 ;稿修 4篙候 7篙修	zwkk
_稿件 ;稿伤 4篙件 7篙伤	zwkl
_稿信 ;稿假 4篙信 7篙假	zwkm
_稿代 ;稿仰 4篙代 7篙仰	zwkn
_稿住 ;稿依 4篙住 7篙依	zwko
_稿俗 ;稿佩 4篙俗 7篙佩	zwkp
_稿做 ;稿低 4篙做 7篙低	zwkq
_稿你 ;稿传 4篙你 7篙传	zwkr
_稿价 ;稿伊 4篙价 7篙伊	zwks
_稿便 ;稿偷 4篙便 7篙偷	zwkt
_稿佛 ;稿健 4篙佛 7篙健	zwku
_稿仍 ;稿份 4篙仍 7篙份	zwkv
_稿像 ;稿紧 4篙像 7篙紧	zwkw
_稿供 ;稿借 4篙供 7篙借	zwkx
_稿位 ;稿伙 4篙位 7篙伙	zwky
_稿何 ;稿临 4篙何 7篙临	zwkz
_稿先 ;稿选 4篙先 7篙选	zwla
_稿特 ;稿盘 4篙特 7篙盘	zwlb
_稿身 ;稿艇 4篙身 7篙艇	zwlc
_稿止 ;稿舞 4篙止 7篙舞	zwld
_稿决 ;稿躯 4篙决 7篙躯	zwle
_稿次 ;稿资 4篙次 7篙资	zwlf
_稿年 ;稿狂 4篙年 7篙狂	zwlg
_稿些 ;稿此 4篙些 7篙此	zwlh
_稿告 ;稿造 4篙告 7篙造	zwli
_稿复 ;稿独 4篙复 7篙独	zwlj
_稿切 ;稿刊 4篙切 7篙刊	zwlk
_稿步 ;稿射 4篙步 7篙射	zwll
_稿肯 ;稿舫 4篙肯 7篙舫	zwlm
_稿七 ;稿冶 4篙七 7篙冶	zwln
_稿东 ;稿狼 4篙东 7篙狼	zwlo
_稿船 ;稿躲 4篙船 7篙躲	zwlp
_稿每 ;稿般 4篙每 7篙般	zwlq
_稿干 ;稿净 4篙干 7篙净	zwlr
_稿物 ;稿舱 4篙物 7篙舱	zwls
_稿冷 ;稿狗 4篙冷 7篙狗	zwlt
_稿制 ;稿航 4篙制 7篙航	zwlu
_稿平 ;稿准 4篙平 7篙准	zwlv
_稿犯 ;稿艘 4篙犯 7篙艘	zwlw
_稿头 ;稿躺 4篙头 7篙躺	zwlx
_稿猛 ;稿狄 4篙猛 7篙狄	zwly
_稿牛 ;稿猜 4篙牛 7篙猜	zwlz
_稿某 ;稿予 4篙某 7篙予	zwma
_稿脚 ;稿肚 4篙脚 7篙肚	zwmb
_稿属 ;稿屋 4篙属 7篙屋	zwmc
_稿月 ;稿胜 4篙月 7篙胜	zwmd
_稿言 ;稿肥 4篙言 7篙肥	zwme
_稿士 ;稿糟 4篙士 7篙糟	zwmf
_稿米 ;稿眉 4篙米 7篙眉	zwmg
_稿尼 ;稿尿 4篙尼 7篙尿	zwmh
_稿吉 ;稿届 4篙吉 7篙届	zwmi
_稿胆 ;稿履 4篙胆 7篙履	zwmj
_稿预 ;稿豚 4篙预 7篙豚	zwmk
_稿然 ;稿施 4篙然 7篙施	zwml
_稿声 ;稿朋 4篙声 7篙朋	zwmm
_稿志 ;稿胎 4篙志 7篙胎	zwmn
_稿尽 ;稿粮 4篙尽 7篙粮	zwmo
_稿断 ;稿局 4篙断 7篙局	zwmp
_稿居 ;稿股 4篙居 7篙股	zwmq
_稿放 ;稿粗 4篙放 7篙粗	zwmr
_稿数 ;稿胸 4篙数 7篙胸	zwms
_稿脸 ;稿腿 4篙脸 7篙腿	zwmt
_稿脑 ;稿刷 4篙脑 7篙刷	zwmu
_稿其 ;稿斯 4篙其 7篙斯	zwmv
_稿服 ;稿豫 4篙服 7篙豫	zwmw
_稿展 ;稿类 4篙展 7篙类	zwmx
_稿粒 ;稿膀 4篙粒 7篙膀	zwmy
_稿精 ;稿尸 4篙精 7篙尸	zwmz
_稿功 ;稿允 4篙功 7篙允	zwna
_稿片 ;稿愧 4篙片 7篙愧	zwnb
_稿必 ;稿怀 4篙必 7篙怀	zwnc
